Date,Open,High,Low,Close,Volume,Adj Close
10/29/2015,140.360001,140.820007,139.020004,140.550003,3710400,137.835941
10/28/2015,137.919998,141.229996,137.5,140.830002,8511400,138.110533
10/27/2015,143.509995,143.830002,137.330002,137.860001,15008500,135.197883
10/26/2015,144.75,145,143.210007,143.660004,3489400,140.885887
10/23/2015,144.610001,145.490005,143.699997,144.679993,5370400,141.886179
10/22/2015,141.740005,145.070007,141.619995,144.089996,5583200,141.307576
10/21/2015,140.25,142.660004,139.300003,140.919998,6990600,138.198791
10/20/2015,142.490005,142.880005,140.270004,140.639999,16025600,137.924199
10/19/2015,149.850006,149.970001,148.380005,149.220001,7954700,146.338519
10/16/2015,150.449997,151.199997,149.259995,150.389999,3454000,147.485924
10/15/2015,150.910004,151.240005,148.580002,150.089996,3476200,147.191714
10/14/2015,149.600006,150.649994,149.020004,150.009995,3353000,147.113257
10/13/2015,150.779999,150.779999,149.179993,149.619995,3915700,146.730789
10/12/2015,152.399994,152.580002,150.850006,151.139999,3227600,148.221441
10/9/2015,152.460007,153.149994,151.270004,152.389999,3531100,149.447303
10/8/2015,149.690002,153.020004,149.289993,152.279999,4794400,149.339427
10/7/2015,150.039993,150.729996,148.860001,150.089996,2980800,147.191714
10/6/2015,149.059998,150.149994,148.490005,148.779999,3018100,145.907013
10/5/2015,145.820007,149.889999,145.820007,149.039993,5131800,146.161987
10/2/2015,141.050003,144.589996,140.559998,144.580002,3054400,141.788119
10/1/2015,145.309998,145.669998,141.589996,143.589996,3880900,140.817231
9/30/2015,143.690002,145.710007,143.660004,144.970001,3946200,142.170588
9/29/2015,141.990005,142.660004,141.149994,142.470001,4763500,139.718863
9/28/2015,144.419998,145.380005,142.470001,142.520004,4317300,139.767901
9/25/2015,145.550003,146.270004,144.529999,145.419998,3474400,142.611895
9/24/2015,142.600006,145.070007,141.949997,144.410004,3280300,141.621404
9/23/2015,144.210007,144.570007,142.75,143.660004,2674200,140.885887
9/22/2015,144.619995,145.059998,143.770004,144.429993,3564100,141.641007
9/21/2015,145.389999,146.979996,144.919998,146.479996,3825000,143.651424
9/18/2015,146.050003,146.389999,143.979996,144.509995,7975800,141.719464
9/17/2015,148.100006,149.679993,147.300003,148.139999,4003000,145.279372
9/16/2015,147.839996,148.889999,147.539993,148.410004,2799200,145.544163
9/15/2015,146.600006,147.929993,145.759995,147.529999,2717100,144.681151
9/14/2015,147.369995,147.369995,145.410004,145.649994,3226700,142.837449
9/11/2015,145.910004,147.5,145.669998,147.369995,3115100,144.524237
9/10/2015,145.850006,147.160004,144.509995,146.199997,3461700,143.376832
9/9/2015,148.740005,149.039993,144.850006,145.050003,3407800,142.249045
9/8/2015,145.860001,147.339996,145.660004,147.229996,3933300,144.386941
9/4/2015,144.570007,145.399994,143.320007,143.699997,4201100,140.925108
9/3/2015,146.050003,148.029999,145.770004,146.779999,3603500,143.945634
9/2/2015,144.740005,145.080002,143.179993,145.050003,4252000,142.249045
9/1/2015,144.910004,144.979996,141.850006,142.679993,5272000,139.9248
8/31/2015,147.380005,148.399994,146.259995,147.889999,4093100,145.0342
8/28/2015,147.75,148.199997,147.179993,147.979996,4076300,145.122458
8/27/2015,148.5,148.970001,145.660004,148.539993,4976600,145.671642
8/26/2015,144.089996,146.979996,142.139999,146.699997,6221800,143.867177
8/25/2015,146.940002,147.110001,140.619995,140.960007,7073200,138.238027
8/24/2015,143.470001,147.759995,143,143.470001,10189700,140.699553
8/21/2015,151.5,153.190002,148.699997,148.850006,7362100,145.975668
8/20/2015,152.740005,153.910004,152.5,152.660004,4011500,149.712094
8/19/2015,155.149994,155.669998,153.410004,153.940002,4206400,150.967375
8/18/2015,155.509995,156.520004,155.25,156.009995,2018300,152.997395
8/17/2015,155.199997,156.690002,154.699997,156.309998,2249600,153.291605
8/14/2015,155,156.210007,154.580002,155.75,3226400,152.742421
8/13/2015,156.059998,156.089996,154.320007,155.070007,2533400,152.07556
8/12/2015,154.259995,156.520004,153.949997,156.160004,3560300,153.144508
8/11/2015,155.960007,155.990005,154.860001,155.509995,3167100,152.507051
8/10/2015,156.770004,157.470001,156.119995,156.75,4613400,153.723111
8/7/2015,155.889999,156.25,154.339996,155.119995,3794900,152.124582
8/6/2015,157.130005,157.539993,156.179993,156.320007,3004800,153.301422
8/5/2015,159.100006,159.539993,157.479996,157.899994,3472800,153.576007
8/4/2015,158.399994,158.820007,156.869995,157.600006,5260600,153.284234
8/3/2015,161.699997,161.850006,157.899994,158.710007,4615700,154.363838
7/31/2015,161.399994,162.059998,160.630005,161.990005,3580200,157.554016
7/30/2015,160.5,161.399994,159.75,160.960007,1994700,156.552223
7/29/2015,160,161.5,159.389999,161.089996,3378400,156.678653
7/28/2015,159.910004,160.190002,158.5,160.050003,2721000,155.667139
7/27/2015,159,160.179993,158.600006,159.070007,3706200,154.71398
7/24/2015,161.289993,161.929993,159.410004,159.75,3778200,155.375352
7/23/2015,160.270004,162.75,159.830002,161.729996,5034200,157.301126
7/22/2015,162.729996,163.070007,159.699997,160.350006,7181800,155.958927
7/21/2015,164.339996,166.350006,162.020004,163.070007,13752300,158.604443
7/20/2015,172.789993,173.779999,172.139999,173.220001,7377800,168.476486
7/17/2015,170.330002,172.520004,170.100006,172.509995,4356400,167.785922
7/16/2015,169.470001,171.089996,169.160004,171,3529900,166.317278
7/15/2015,168.479996,169.270004,168,168.529999,1998000,163.914916
7/14/2015,169.429993,169.539993,168.240005,168.610001,3025300,163.992727
7/13/2015,167.929993,169.889999,167.520004,169.380005,4229000,164.741645
7/10/2015,165.660004,167.399994,165.520004,166.949997,4538300,162.378181
7/9/2015,165.339996,165.509995,163.699997,163.850006,4199700,159.363082
7/8/2015,164,164.940002,162.679993,163.160004,2776300,158.691975
7/7/2015,164.940002,165.350006,162.229996,165,3549900,160.481584
7/6/2015,163.830002,165.229996,163.520004,164.729996,3079800,160.218973
7/2/2015,165.050003,165.320007,164.419998,165.089996,2852700,160.569116
7/1/2015,163.970001,165.610001,163.600006,164.490005,3214500,159.985555
6/30/2015,163.990005,164,162.119995,162.660004,3597300,158.205667
6/29/2015,163.919998,165.350006,162.889999,162.970001,3314700,158.507175
6/26/2015,166.229996,166.809998,165.229996,165.460007,8946000,160.928994
6/25/2015,167.800003,168.130005,166.080002,166.080002,2408900,161.53201
6/24/2015,168.710007,168.839996,166.830002,166.970001,3548100,162.397638
6/23/2015,168.380005,169.970001,167.570007,168.619995,3701600,164.002448
6/22/2015,167.649994,168.339996,167.199997,167.729996,2335800,163.13682
6/19/2015,167.619995,168.419998,166.770004,166.990005,7074000,162.417094
6/18/2015,167.050003,168.720001,167.050003,168.25,3330900,163.642585
6/17/2015,167,167.850006,166.100006,167.169998,2863000,162.592158
6/16/2015,166.330002,167.399994,165.910004,166.839996,3249800,162.271193
6/15/2015,166.990005,166.990005,164.25,166.259995,4245700,161.707074
6/12/2015,168.229996,168.300003,166.690002,166.990005,3065100,162.417094
6/11/2015,169.259995,170.440002,168.539993,168.779999,3464000,164.15807
6/10/2015,166.490005,169.389999,166.059998,168.919998,4680500,164.294235
6/9/2015,165.339996,166.020004,163.369995,165.679993,3395900,161.142955
6/8/2015,167.169998,167.279999,165.020004,165.339996,3758700,160.81227
6/5/2015,168.25,168.910004,167.199997,167.399994,3100500,162.815855
6/4/2015,169.529999,170.600006,167.929993,168.380005,3079300,163.769029
6/3/2015,170.5,171.559998,169.630005,169.919998,2131000,165.266851
6/2/2015,169.660004,170.449997,168.429993,169.649994,2571400,165.004241
6/1/2015,170.210007,171.039993,169.029999,170.179993,2985500,165.519726
5/29/2015,171.350006,171.350006,169.649994,169.649994,4092000,165.004241
5/28/2015,171.449997,171.839996,170.660004,171.710007,1731400,167.007841
5/27/2015,171.160004,172.479996,170.490005,172,2764400,167.289893
5/26/2015,172.110001,172.119995,169.130005,170.130005,3854200,165.471107
5/22/2015,173.039993,173.389999,172.190002,172.220001,2849700,167.50387
5/21/2015,173.320007,174.139999,173.039993,173.339996,2295600,168.593195
5/20/2015,173.330002,174.440002,172.460007,173.759995,2300300,169.001692
5/19/2015,172.970001,173.75,171.929993,173.479996,2523000,168.72936
5/18/2015,173.440002,173.490005,172.300003,173.059998,1970600,168.320864
5/15/2015,173.910004,174.410004,172.600006,173.259995,2916600,168.515384
5/14/2015,173.5,174.399994,173.220001,174.050003,2439100,169.283758
5/13/2015,171.240005,172.740005,170.75,172.279999,2457500,167.562225
5/12/2015,170.550003,171.490005,168.839996,170.550003,2962400,165.879604
5/11/2015,172.649994,172.990005,170.860001,171.119995,2661000,166.433987
5/8/2015,172.940002,173.330002,172.240005,172.679993,3092600,167.951265
5/7/2015,169.630005,171.979996,169.039993,170.990005,2472000,166.307557
5/6/2015,172.899994,174.050003,168.860001,170.050003,3612600,165.393296
5/5/2015,173.509995,174.229996,171.960007,173.080002,3593600,167.075915
5/4/2015,174.470001,176.300003,173.699997,173.970001,4028000,167.93504
5/1/2015,173.199997,174,172.419998,173.669998,3312100,167.645444
4/30/2015,173.770004,174.279999,170.300003,171.289993,5062900,165.348001
4/29/2015,173.399994,175.130005,172.800003,174.399994,4518400,168.350117
4/28/2015,170.830002,174.690002,170.020004,173.919998,5816700,167.886772
4/27/2015,170.889999,171.490005,170.300003,170.729996,3168600,164.807429
4/24/2015,170.229996,170.850006,168.740005,169.779999,3888400,163.890388
4/23/2015,165.229996,171.910004,165.139999,170.240005,8235600,164.334437
4/22/2015,164.389999,166,162.889999,165.360001,4024800,159.623718
4/21/2015,166.070007,167.380005,164.050003,164.259995,9683600,158.56187
4/20/2015,162.100006,166.639999,161.899994,166.160004,9609200,160.395969
4/17/2015,161.75,161.860001,160.029999,160.669998,4314400,155.09641
4/16/2015,163.309998,163.979996,162.539993,163.130005,3136900,157.47108
4/15/2015,162.630005,164.960007,162.5,164.130005,3498800,158.43639
4/14/2015,162.419998,162.740005,160.789993,162.300003,2719300,156.66987
4/13/2015,162.369995,164,162.360001,162.380005,3868900,156.747097
4/10/2015,162.339996,163.330002,161.25,162.860001,2515700,157.210442
4/9/2015,161.699997,162.470001,160.720001,162.339996,2263500,156.708476
4/8/2015,161.720001,163.550003,161.009995,161.850006,2524300,156.235484
4/7/2015,161.669998,163.839996,161.619995,162.070007,3148000,156.447853
4/6/2015,159.690002,162.800003,158.699997,162.039993,3465700,156.41888
4/2/2015,159.520004,162.539993,158.889999,160.449997,4671600,154.88404
4/1/2015,160.229996,160.619995,158.389999,159.179993,3700800,153.658092
3/31/2015,161.080002,162.330002,160.399994,160.5,4255400,154.932309
3/30/2015,161.309998,163.600006,161.25,162.669998,4138000,157.02703
3/27/2015,160.789993,160.899994,159.229996,160.399994,3477900,154.835772
3/26/2015,159.270004,161.25,158.910004,160.589996,4396000,155.019183
3/25/2015,163.080002,163.080002,159.199997,159.199997,5428900,153.677402
3/24/2015,164.789993,164.889999,162.899994,163,4346100,157.345585
3/23/2015,162.770004,165.350006,162.729996,164.630005,5930100,158.919045
3/20/2015,160.949997,163,160.350006,162.880005,9006400,157.229752
3/19/2015,159.699997,160.919998,158.809998,159.809998,3878600,154.266242
3/18/2015,156.850006,160.699997,155.800003,159.809998,5738800,154.266242
3/17/2015,156.199997,157.289993,155.369995,156.960007,3311700,151.515117
3/16/2015,155.050003,157.089996,154.800003,157.080002,3749600,151.630949
3/13/2015,157.460007,157.520004,153.399994,154.279999,6064100,148.928077
3/12/2015,156.270004,158.720001,156.270004,157.979996,4567300,152.499723
3/11/2015,158.570007,159.139999,155.940002,156.800003,5709900,151.360663
3/10/2015,159.600006,160.229996,157.809998,157.809998,4601000,152.335622
3/9/2015,158.199997,161.149994,158.199997,160.770004,5193900,155.192947
3/6/2015,160.190002,161.440002,158.059998,158.5,4540200,153.001688
3/5/2015,159.860001,161.5,159.699997,161.179993,3791700,155.588713
3/4/2015,160.539993,160.559998,158.720001,159.419998,3633600,153.889772
3/3/2015,160.270004,161.75,160,161.029999,3234400,155.443922
3/2/2015,161.940002,161.940002,159.809998,160.479996,5917900,154.912998
2/27/2015,160.869995,162.289993,160.160004,161.940002,4410000,156.322358
2/26/2015,163.740005,164.139999,159.770004,160.869995,7110800,155.289469
2/25/2015,164.940002,164.960007,162.580002,162.809998,4004600,157.162173
2/24/2015,162.490005,164.990005,161.509995,164.830002,4701600,159.112104
2/23/2015,164.229996,164.399994,162.5,162.910004,2714400,157.25871
2/20/2015,163.639999,164.339996,162.089996,163.649994,3353000,157.97303
2/19/2015,162.050003,164.490005,161.440002,163.889999,3504400,158.20471
2/18/2015,161.860001,162.470001,160.639999,162.190002,4358400,156.563686
2/17/2015,159.75,161.410004,159.729996,160.960007,2894500,155.376358
2/13/2015,158.779999,160.800003,158.639999,160.399994,3706900,154.835772
2/12/2015,158.720001,159.5,158.089996,158.520004,3333100,153.020998
2/11/2015,157.759995,159.089996,157.169998,158.199997,3626700,152.712092
2/10/2015,156.740005,158.559998,155.080002,158.559998,4440600,153.059604
2/9/2015,156,157.5,155.399994,155.75,3057700,150.347085
2/6/2015,157.339996,158.080002,156.229996,156.720001,3225000,151.283437
2/5/2015,157.289993,158.589996,157.149994,157.910004,5253600,151.370325
2/4/2015,157.210007,158.710007,156.699997,156.960007,3678500,150.459671
2/3/2015,154.75,158.600006,154.75,158.470001,5539400,151.90713
2/2/2015,154,154.660004,151.509995,154.660004,4712200,148.25492
1/30/2015,153.910004,155.240005,153.039993,153.309998,6563600,146.960823
1/29/2015,151.380005,155.580002,149.520004,155.479996,8320800,149.040953
1/28/2015,154,154.529999,151.550003,151.550003,4495900,145.273717
1/27/2015,154.940002,155.089996,152.589996,153.669998,5659600,147.305915
1/26/2015,158.259995,159.460007,155.770004,156.360001,7888100,149.884513
1/23/2015,155.029999,157.600006,154.889999,155.869995,4834800,149.414801
1/22/2015,151.940002,155.720001,151.759995,155.389999,6120100,148.954684
1/21/2015,153.029999,154.5,151.070007,152.089996,11897100,145.791347
1/20/2015,156.699997,157.330002,154.029999,156.949997,8392800,150.450076
1/16/2015,153.820007,157.630005,153.820007,157.139999,5756000,150.632209
1/15/2015,156.690002,156.970001,154.160004,154.570007,4248400,148.168651
1/14/2015,154.860001,156.490005,153.740005,155.800003,4690300,149.347708
1/13/2015,157.259995,159.970001,155.679993,156.809998,4377500,150.315874
1/12/2015,159,159.25,155.759995,156.440002,4182800,149.961202
1/9/2015,158.419998,160.339996,157.25,159.110001,4484800,152.520625
1/8/2015,156.240005,159.039993,155.550003,158.419998,4236800,151.859198
1/7/2015,157.199997,157.199997,154.029999,155.050003,4701800,148.628768
1/6/2015,159.669998,159.960007,155.169998,156.070007,6146700,149.60653
1/5/2015,161.270004,161.270004,159.190002,159.509995,4880400,152.904054
1/2/2015,161.309998,163.309998,161,162.059998,5525500,155.348451
12/31/2014,160.410004,161.5,160.380005,160.440002,4011900,153.795546
12/30/2014,160.020004,160.820007,159.789993,160.050003,2829900,153.421698
12/29/2014,162,162.339996,159.449997,160.509995,3331800,153.86264
12/26/2014,162.270004,163.089996,162.009995,162.339996,1912200,155.616854
12/24/2014,162.880005,162.990005,161.610001,161.820007,1868100,155.1184
12/23/2014,162.229996,162.899994,161.610001,162.240005,4043300,155.521004
12/22/2014,158.330002,161.910004,158.330002,161.440002,4682500,154.754132
12/19/2014,157.490005,160.410004,157.490005,158.509995,8864900,151.945467
12/18/2014,153.580002,157.679993,153.300003,157.679993,7302400,151.149839
12/17/2014,151.520004,153.309998,151.110001,151.929993,5131000,145.63797
12/16/2014,152.029999,154.889999,150.5,151.410004,6782600,145.139515
12/15/2014,155.929993,156.740005,152.839996,153.059998,6500300,146.721177
12/12/2014,160.25,160.5,155.330002,155.380005,8611700,148.945103
12/11/2014,160.820007,162.929993,160.520004,161.070007,3989600,154.39946
12/10/2014,163.009995,163.330002,160.029999,160.509995,4072800,153.86264
12/9/2014,160.839996,163.020004,160.800003,162.990005,3861200,156.239943
12/8/2014,163.289993,163.289993,161.539993,161.860001,2851000,155.156737
12/5/2014,163.610001,164.5,162.910004,163.270004,3013500,156.508346
12/4/2014,164.009995,164.5,163.009995,164.050003,3859400,157.256042
12/3/2014,162.470001,164.520004,162,164.520004,6429100,157.706579
12/2/2014,162.470001,162.729996,161.639999,162.669998,3464100,155.933189
12/1/2014,161.639999,163.320007,161.350006,161.539993,4168400,154.849982
11/28/2014,162.75,163.369995,161.440002,162.169998,2405500,155.453896
11/26/2014,161.929993,162.100006,161.009995,161.949997,3966000,155.243006
11/25/2014,162.649994,163.5,161.559998,161.759995,4062300,155.060872
11/24/2014,161.539993,163.860001,161.059998,162.149994,6618500,155.43472
11/21/2014,161.830002,161.949997,160.75,160.919998,4076900,154.255663
11/20/2014,160.949997,161.5,159.800003,160.639999,4182200,153.98726
11/19/2014,162.050003,162.100006,160.960007,161.429993,3802200,154.744537
11/18/2014,164.729996,164.75,161.889999,161.889999,5410100,155.185493
11/17/2014,164.160004,164.970001,163.720001,164.160004,4798900,157.361487
11/14/2014,162.100006,164.490005,161.690002,164.160004,4976700,157.361487
11/13/2014,162,162.800003,161.800003,162.789993,3239500,156.048215
11/12/2014,162.279999,163,161.759995,161.919998,3377600,155.214249
11/11/2014,163.699997,163.899994,162.600006,163.300003,3534400,156.537103
11/10/2014,161.899994,164.470001,161.610001,163.490005,4958200,156.719236
11/7/2014,161.419998,162.210007,160.850006,162.070007,3494800,155.358046
11/6/2014,161.279999,161.529999,160.050003,161.460007,4067600,154.773308
11/5/2014,163.130005,163.539993,161.559998,161.820007,4104700,154.063955
11/4/2014,164.339996,164.360001,162.240005,162.649994,4246900,154.85416
11/3/2014,164.25,164.539993,163.380005,164.360001,4688200,156.482206
10/31/2014,165.479996,165.589996,163.619995,164.399994,5818000,156.520282
10/30/2014,163.5,164.619995,163.020004,164.350006,3896000,156.47269
10/29/2014,164.330002,164.619995,162.759995,163.460007,4739300,155.625349
10/28/2014,162,163.600006,161.800003,163.600006,7895300,155.758638
10/27/2014,162,162.910004,161.809998,161.869995,4989100,154.111547
10/24/2014,162.080002,162.440002,161.449997,162.080002,6652100,154.311488
10/23/2014,162.119995,162.830002,161.539993,162.179993,7599400,154.406686
10/22/2014,162.410004,165.410004,161.100006,161.789993,11084800,154.035379
10/21/2014,166.399994,166.679993,161.679993,163.229996,20949800,155.406362
10/20/2014,166.850006,170.330002,166.690002,169.100006,23416500,160.995022
10/17/2014,181.240005,182.839996,180.220001,182.050003,4350200,173.324324
10/16/2014,179.800003,181.479996,178.690002,179.839996,5578600,171.220243
10/15/2014,182.460007,183.789993,178.75,181.75,6895800,173.0387
10/14/2014,184.889999,185.720001,183.589996,183.800003,3924700,174.990447
10/13/2014,185.490005,186.649994,183.419998,183.520004,3596700,174.723868
10/10/2014,185.860001,187.740005,185.100006,185.929993,5090200,177.018346
10/9/2014,189.119995,189.5,186.089996,186.419998,2625400,177.484865
10/8/2014,185.970001,189.600006,185.610001,189.360001,2984800,180.283953
10/7/2014,187.770004,188.119995,185.539993,185.710007,2991300,176.808904
10/6/2014,189.690002,190.889999,188.710007,189.039993,2099500,179.979283
10/3/2014,188.110001,189.369995,187.559998,188.669998,3071500,179.627022
10/2/2014,187.660004,187.779999,186.240005,186.910004,2283100,177.951384
10/1/2014,189.910004,190.399994,186.789993,187.169998,3723200,178.198917
9/30/2014,189.639999,190.850006,189.149994,189.830002,2932600,180.731427
9/29/2014,188.509995,189.960007,188.119995,189.639999,2336300,180.550531
9/26/2014,188.929993,190.330002,188.610001,190.059998,2493900,180.950399
9/25/2014,192.050003,192.5,188.970001,189.009995,4151400,179.950723
9/24/2014,191,192.449997,189.880005,192.309998,3082600,183.092556
9/23/2014,192.75,193.070007,191.520004,191.619995,3301800,182.435625
9/22/2014,193.720001,194.139999,192.630005,193.110001,3318000,183.854215
9/19/2014,194.539993,195,193.190002,194,8852000,184.701556
9/18/2014,192.789993,194.130005,192.710007,193.75,2963300,184.463539
9/17/2014,193.220001,193.639999,192.300003,192.800003,3210800,183.559075
9/16/2014,191.25,193.570007,190.820007,192.960007,2561500,183.71141
9/15/2014,191.419998,192.490005,190.580002,191.809998,2456400,182.616521
9/12/2014,191.470001,191.600006,190.570007,191.279999,2901000,182.111925
9/11/2014,191.080002,192.779999,190.119995,191.720001,2298500,182.530838
9/10/2014,190.119995,192.149994,190.100006,191.539993,2764000,182.359458
9/9/2014,190.339996,190.740005,189.779999,189.990005,2403600,180.883761
9/8/2014,190.75,191.199997,189.509995,190.139999,2524200,181.026566
9/5/2014,190.529999,191.75,190.089996,191.199997,2260200,182.035758
9/4/2014,191.690002,192.690002,190.059998,190.679993,2865000,181.540677
9/3/2014,192.389999,192.949997,191.860001,191.949997,1822800,182.74981
9/2/2014,192.679993,192.970001,190.929993,191.559998,2679700,182.378504
8/29/2014,192.279999,192.75,191.139999,192.300003,2909400,183.083041
8/28/2014,191.470001,192.300003,190.660004,192,1503600,182.797417
8/27/2014,193.029999,194.130005,191.559998,192.25,2190200,183.035434
8/26/2014,191.020004,193.529999,191.020004,192.990005,3175400,183.739971
8/25/2014,191.389999,191.809998,190.710007,191.160004,1723600,181.997681
8/22/2014,190.770004,191.880005,190.289993,190.410004,1940300,181.283629
8/21/2014,190.899994,192.070007,190.5,191.229996,2496500,182.064319
8/20/2014,189.860001,190.389999,189.25,190.100006,2177600,180.98849
8/19/2014,190.039993,190.25,189.360001,190.070007,2040100,180.959929
8/18/2014,188.100006,189.809998,187.759995,189.360001,2420300,180.283953
8/15/2014,187.850006,188.880005,186.789993,187.380005,2814800,178.398858
8/14/2014,187.570007,188.169998,186.929993,187.880005,1929500,178.874893
8/13/2014,188,188.479996,187.369995,187.949997,1797000,178.941531
8/12/2014,187.449997,188.690002,186.809998,187.339996,1858600,178.360768
8/11/2014,187.809998,188.360001,186.279999,187.470001,2527200,178.484541
8/8/2014,184.399994,186.669998,183.580002,186.630005,2781500,177.684806
8/7/2014,186.639999,186.679993,183.580002,184.300003,2708600,175.466482
8/6/2014,185.360001,186.880005,184.440002,185.970001,3847000,177.056436
8/5/2014,188.75,189.199997,186.440002,187.100006,3307900,177.084993
8/4/2014,189.350006,189.949997,188.600006,189.639999,2125900,179.489027
8/1/2014,190.5,191.5,188.860001,189.149994,5181100,179.02525
7/31/2014,192.839996,194.289993,191.539993,191.669998,4207500,181.410364
7/30/2014,195.199997,195.990005,192.899994,194,3943800,183.615647
